id	sent	text
679	1.0	RT @Sweet_Konfeta: Весь мир у твоих ног, но временно Завтра все вернет назад...✨🎧
42193	3.0	RT @_JimJim__: Когда ты шиппер (ненормальный) НамДжинов и тут это 😦😭😭😭 Я довольна 😈👌 #namjin @BTS_twt https://t.co/eimUGhHjO9
1487	6.0	Бүтэхгүй ээ яана даа хот минь 😡😡😡😡 #өмхий
1041	9.0	RT @Kazachkovaa_N: Хозяин котика, найдись🙏🏻 Район площади декабристов  Рт🙏🏻 https://t.co/tZv5YeLNSi
2778	9.0	RT @MvAUr1Fi4hW6ooD: Давайте поможем бабушке 🙏🏻🙏🏻🙏🏻 https://t.co/zd9Lk3GH3j
344	9.0	Мне жаль бедных пешеходов 😂🙏🏻🚘
1672	9.0	RT @sweetbabycakehs: ’самые преданные фанаты в мире’  всегда и навсегда ❤️🙏🏻 https://t.co/ZvlCMG7wWW
9837	5.0	RT @artartistics: Как ужасна война😔 Когда детишкам выдают справки на хлеб..  Те, кто развязывает войны, никого не любят. Ни своих женщин,ни…
1070	0.0	RT @rosellaballet: Үүрийн шувуудын жиргээ шинэхээн  Үлээх салхины амьсгаа шинэхээн   Өглөө бүхэн дандаа шинэ ☀️☀️  🌞🌞 Өглөөний мэнд 🌞🌞
3854	9.0	RT @kattrin_m: Хоть бы рейс не отложили и мы прилетели как надо🙏🏻🙏🏻🙏🏻🙏🏻
23545	8.0	RT @plrrta: РЕБЯТА, ЭТО МАМА МОЕЙ БЛИЗКОЙ ПОДРУГИ😭😭😭💔💔💔ПОМОГИТЕ ПОЖАЛУЙСТА, СДЕЛАЙТЕ РТ😭🙏🏽🙏🏽🙏🏽 https://t.co/kl8G2rCMwV
3368	7.0	RT @_zhurawleva_: скучно,напишу факты первым 20,сделавшими #РТ❤️ а дальше по выбору💙❤️всем доброго вечера 🙈💙
720	0.0	ай божечки, какая милота☀️😻 https://t.co/9Dm3X2pswl
241	1.0	Коротко о том, как начался мой день:Я потеряла 🎧 Опаздала на 🚃 Забыл спортивную форму Стою на остановке 🔟 мин, мёрзну и жду 🚃
35485	3.0	RT @6NopeHope9: @PepSanya я хочу с тобой как раньше смотреть украинские шоу 😭
3812	0.0	RT @zmeika9: И вот он,наконец-таки,зацветает впервые....😍 На улице сегодня солнышко,к обеду раскроется полностью и увижу цветок внутри.☀️😜👌…
288	0.0	доброе утро ☀️ https://t.co/Y62rVDjqfR
493	3.0	Верните мне день самоуправления! Верните мне нашего красивого директора! Пожалуйстаааа😭😭😭😭
625	8.0	Вообще очень сильно хочу к маме, лежать с ней под одеялом и смотреть сериалы💔
455	8.0	Meloji.💔 - Январь. Микстейп @ug_arz  - ****. Будет - 💣💣💣
309	5.0	"Поздно ""Русское Радио"" опомнилось, взяв ""Так красиво"" в ротацию... Награды всё равно не будет в этом году...😔😭"
2793	9.0	RT @bslizzy: Хүртээлгүй юмнаас хол байж сурах хэрэгтэй бурханы олон шавь нар минь 🙏🏻👅
9701	3.0	Не удаляюсь с инстаграмма только из- за @mvximvo 💔😭 https://t.co/BCo6i0Kuev
1941	0.0	Что может быть лучше душевного вечера с самой лучшим солнышком☀️💕🌸 @Aktemelka https://t.co/ptSDCjaV6r
2548	6.0	НУ И КАКОГО ХУЯ МНЕ НЕ ПРИХОДЯТ УВЕДОМЛЕНИЯ 😡😡😡😡
38298	3.0	@MaxMisnik я серьёзно вообще-то, чё ты начинаешь-тооо😭
2761	3.0	Ну почему что бы я не доставала все равно 21кг, а не 20😭
1557	0.0	Ожидаются жаркие денёчки 🔥☀️ / +28 почти в середине октября 😃. / . / А как у вас т.. https://t.co/SLZKgmJQLU
12256	8.0	"RT @Broudi25: а вы знали что сто шагов назад не ""тихо на пальцах"" а ""тихого вальса""? РАЗРЫВ ШАБЛОНА 💔"
20328	3.0	RT @Aju_Stalker: Серьёзно?  Капец, люди,вы долбанулись в конец?😡 Зачем так ненавидеть своих кумиров? Я в ужасе 😦  Бедные мальчики😱😭 Любви и…
12859	8.0	Ну~с теперь можно и спать отчалить. Очевидно неспокойной ночи💔 https://t.co/heQB2z7ORx
39797	3.0	@wheaterrr покормиии💔💔💔💔😭😭
4123	9.0	Написала эссепо обществу листа,сочинение по русскому и уже умираю😪Пожалуйста заберите меня в шарагу🙏🏻
26060	3.0	RT @moonlghtri: @guessiambadliar даа 😭
2028	6.0	RT @amicableru: Как же достала эта вечная «плиточная реновация»😡. Не пройти/не проехать. Для кого это? Точно не для живущих и работающих(!)…
549	1.0	"Слушайте песню AGAYA - ""ИГРА"" на Новом Радио Новое Радио 💥💥💥🎧🔝 #agaya #agayamusic #агая #игра https://t.co/fTURkMy8VI"
11711	8.0	RT @Rhymeslive: 📹 ЛСП — «ЛАБИРИНТ ОТРАЖЕНИЙ»    Олег в футболке с изображением Ромы Англичанина исполнил трек «Лабиринт Отражений» на Вечер…
314	1.0	Тебе не будет больно,когда я уйду😍🎤🎧🎼
9827	6.0	Бллллл😡😡😡😡😤😤😤 https://t.co/3Bi73W3yvx
2585	9.0	RT @MvAUr1Fi4hW6ooD: Давайте поможем бабушке 🙏🏻🙏🏻🙏🏻 https://t.co/zd9Lk3GH3j
23449	3.0	Очень грустно 😭😭😭
8512	6.0	Вроде банкир,  но отстоять свою точку зрения в банке не могу , даже если права😱😠😡
667	9.0	RT @Manda0303: Өчигдөр зүрхний хилэн үзсэн үнэхээр сайхан кино болсон байна лээ шүү бүүр асгартлаа уйлж бас догдолсон 🙏🏻🙏🏻😍😍 @AltanshagaiJ…
6483	6.0	RT @ARTEM_KLYUSHIN: Парни, я вам европейской демократии в ленту принес😡 нужна? Навальнята молчат? Где эти проводники европейских ценностей.…
404	1.0	RT @ionborka__: мои руки пахнут весом.🎧
1424	1.0	RT @TuMburuSss: ❗️MAX RT &amp; FAV❗️ Друзья, свершилось! Трек в сети 👉🏻https://t.co/egHLFunHGj Приятного прослушивания🎧 #irkrap #rap #hiphop #t…
7537	8.0	RT @Rhymeslive: 📹 ЛСП — «ЛАБИРИНТ ОТРАЖЕНИЙ»    Олег в футболке с изображением Ромы Англичанина исполнил трек «Лабиринт Отражений» на Вечер…
1484	1.0	Олиб кет мени ❤️ армонлардан жоним олиб кет🎧🎧🎧
37924	3.0	ГОСПОДИЕБТВОЮМАТЬ Где были мои родители? Кто выпускал меня в таком виде на улицу? 😭💀
369	5.0	😔😔😔 (@ Арс Валео in Минск) https://t.co/U1rDEzNYm5
48008	3.0	МОИ МАЛЬЧИКИ 😭😭😭😭😭😭😭 https://t.co/U1mgxaR0Sr
12028	3.0	Ну и вот как я теперь буду ставить голых баб на аву, когда преподаватели теперь в друзьях😹😭
4385	9.0	RT @Icontradictory: Ребята, мы все ещё не нашли её ! 😭 пожалуйста, помогите распространить пост 🙏🏻 возможно, кто - то её встречал или приют…
49226	3.0	@lnlsss Ага сегодня была в школе а там люди 😭😭😭😭
4558	5.0	RT @Zugiinbalxan: Уучлаарай өнөөдөр чуулган дээр ерөнхийлөгчийн хэлсэн үг бгаа бдал үнэхээр жул санагдлаа. 😔 монгол улсын төрийн тэргүүн 😫
1060	5.0	RT @OlgaObolenskaja: Жуткое зрелище, если честно...🙄 Вид у них➖будто к самосожжению готовы,🙁 или чтобы закопали вместе с кухонной утварью😦…
1945	9.0	Хозяин котика, найдись🙏🏻 Район площади декабристов  Рт🙏🏻 https://t.co/tZv5YeLNSi
2856	0.0	RT @RihardCeglowski: @usapronova Мы счастливы — и все вокруг сияет Мы хмуримся — и пасмурно кругом Так мир ежесекундно отражает  То бытие,…
3311	6.0	ПОМОГИ СТРАНЕ - УМРИ ДО ПЕНСИИ!!! 😡https://t.co/w2akewguxN
455	5.0	RT @OlgaObolenskaja: Жуткое зрелище, если честно...🙄 Вид у них➖будто к самосожжению готовы,🙁 или чтобы закопали вместе с кухонной утварью😦…
2536	0.0	RT @Bgmirin: @mikel217 Что значит тебе одной 😶?   Это всЁ твоих рук дело Всем ☺️☺️☺️!))  Уже мне улыбков накуролесила )))) 🙌🏻 Прииивет,Мише…
7214	5.0	RT @nikolnast: Пожалуйста сделайте #рт 🙏🏼😔 https://t.co/evj7drxA0s
5062	7.0	RT @Arkenstone28: #ФФ @MajaSpasovska1 @buntovnickata @Nedopirliva1 @Black_women27 @MarijaTia @bushaviotodSk @more_nova @NarciskaTa @mitevsk…
1076	7.0	"RT @sweetbabycakehs: невероятная джемма в фотосессии ""девушки против рака"" какая же она 😍❤️ https://t.co/V00weUoH3J"
1169	1.0	Эти пули one million, я даю нам one minute. Нас снимают на видео, но никто не увидит. Я для тебя буду супер вор, ук… https://t.co/jaDEzwqNf6
233	0.0	@baimdin Бокешечка – это святое☀️
1390	1.0	Доброе утро✌ А кто то с музыкой как только открыл глаза🎧🎶
17702	8.0	RT @Dary_Starrain: НАКОНЕЦ-ТО ОН ОБРЕЗАЛ ВОЛОСЫ 💔 https://t.co/yMQWzqiR9Y
3712	0.0	Нам бы ещё немного тёплой осени, хотя бы  на пару дней 🍂 ☀️ https://t.co/TVxFLxhXuC
4444	7.0	@memo_and_emo котик ❤️
17202	8.0	@agent_fs оно очень классное 💔 https://t.co/dsZR4sdmh2
49852	3.0	не хочу в шарагу  опять в 7-8 приду 😭😭😭😭
4646	7.0	@Coffe_with_mlk Спасибо ❤️ я очень надеюсь
2253	9.0	@MosSobyanin я конечно не Малахов,но включите отопление на улице Верхние Поля 3 к 2🙏🏻🙏🏻🙏🏻Благодарственное письмо сразу же как станет тепло😄
268	1.0	«я веду себя так, как будто мне не жаль, но всё ещё хочу к тебе».🎧
8733	3.0	RT @zhidkovskiy: Милонов=❤️😭 https://t.co/isu3nMZQZO
2374	7.0	Шипперим❤️💛💚💙💜 Киртём❤️💛💚💙💜 ИС РИЛ https://t.co/vRJSZMfqPU
1273	1.0	RT @petrovaforall: @smailik879 пойду ка я спать... Спасибо за сегодня....😊🎼🎧🙏🐬 Тотоша, ты мой ангел....💋 Спокойной ночи... чудесных снов...…
11245	6.0	Я когда-нибудь приеду вовремя на работу? 😡 уже сама себя бешу
4269	6.0	RT @mix_voronezh: Сегодня день ОМОН в России. #ОМОН, - ты настоящий П О З О Р России!😡👎👎👎 https://t.co/ZoLfGhCz0T
21606	3.0	УРААА НАКОНЕЦТОО😭😭😭СПАСИБО ЧТО ТЫ СУЩЕСТВУЕШЬ В ЭТОМ МИРЕ😘😘😘💔💔💔 https://t.co/J0Vxnxouzp
1819	0.0	@peachtae_xx солнечного дня ☀️
673	1.0	RT @Lakci7: А эту так я вообще впервые слышу😍👌🎧 #dimple  @BTS_twt #LOVE_YOURSELF #BTSinEcuador2018 #btsbestnewpop  https://t.co/xKEIGe4CCw
5001	7.0	Спасибо моим девочкам)Спасибо моим парням)Спасибо то что вы есть ❤️
38342	3.0	@_Milk_Killer_ КЕМЫ така ностальгия 😭💜
336	1.0	Ведь глубина твоей души для сердца моего словно целая вселенная 🎶🎧
7144	5.0	@Ms_Barsik к огромному сожалению,да😔
1505	5.0	Конечно, нентенда обязательно выпустит свою карту с колоссальной скидкой в 1% за 10к$ потраченных в ешопе за год! Опять соне соснет 😔
7502	8.0	RT @ARMY_FOREVER_19: #BTS @BTS_twt #ARMY  Это видео разбило мне сердце💔💔💔 https://t.co/NBr0FJJyji
24191	3.0	Уехал(на пару дней, буду очень скучать 😢😭😘❤
12712	3.0	Почему дома холодней, чем на улице 😭😭😭😭
5069	7.0	Я слишком люблю их,чтобы прощаться😭❤️ https://t.co/9RIuqJtpJI
3288	9.0	@ShimmieShimmie_ Ну да😅🙏🏻😆😆😆😆
191	8.0	блять я прям на месте умру, когда услышу в живую Ready to go 💔💔💔  скорее бы ужеее
15163	3.0	Нет никакого настроя делать 3 конспекта 😭
463	1.0	Давай смотреть правде в глаза Раз не смотрим в глаза друг другу🎶🎧
1568	7.0	RT @annaalla56: @LyudmylaShkola @elenash500 @NensiSten @pete4kin @ypeta @spb_marina Спасибо за позитив.всем))👍😊✌️Вы классные))❤️
3327	0.0	#ДарвинИгра#ВесеннеЛетнийсезон Весенне-летняя серия игр 2017 ☀️ в Darvin Club™ 🤓✌️️ #darvinclub… https://t.co/feSL5qhrth
2577	8.0	RT @KaterinaValeeva: А такие букеты вообще легальны?разрыв сердечка💔 https://t.co/PspduLnVN6
1421	1.0	RT @TuMburuSss: ❗️MAX RT &amp; FAV❗️ Друзья, свершилось! Трек в сети 👉🏻https://t.co/egHLFunHGj Приятного прослушивания🎧 #irkrap #rap #hiphop #t…
16765	8.0	У ухена такая стремная прическа 😅  Но здравствуйте, человек,слишком долго это было 😭💔💞❤😍
7658	8.0	RT @ambrosyanya: ребят,МАКСИМАЛЬНЫЙ РЕТВИТ‼️‼️‼️ сердце кровью обливается 💔😭😭😭😭 https://t.co/M4mRH9QUYR
20331	8.0	RT @qleox: @rozmar_m это самое прекрасное, что я когда-либо читала в своей жизни, серьёзно.. розми, ты превосходишь саму себя.. это.. это п…
4269	7.0	Прекрасно ❤️🍁 https://t.co/lLPlmL3l3E
7835	5.0	@CPU9r2iwqayLhjI Ох тот Евгений😔❤️
7889	5.0	Обогреватель ушел и теперь приходится хлебать тонны чая😔
4280	7.0	@ArtGogolev Моя зая 😭❤️
45108	3.0	стояла,мыла окно и вдруг голубь прилетел ааааа сурэх тохту сыста😭😭😭 капец закричала конечно😂и он улетел
15	9.0	@AdelinaLya Зайчик, держись!! Все будет хорошо! Молюсь за вас 🙏🏻🙏🏻
671	7.0	От @panicatthemed ❤️  1. Не люблю ужасы 2. Пауки и земноводные 3. Да 4. Украина  #эстафетаотПеннивайза https://t.co/BlC8jRtpGn
3119	9.0	@sugaoppa09 Вааау это очень красиво 😊 Благодарю 🙏🏻 💕
1642	6.0	RT @latiniano: погасит? а то как-то не по-русски получается 😡 https://t.co/KHqWUZDAwF
579	1.0	Целый мир готов тебе я подарить: это небо для тебя,эти звёзды для тебя,это солнце светит только для тебя😍🎶🎧😭😭😭򞰽򛐽򛐽򛐽򛐽򛐽?
143	7.0	Ну всё, я зависла на неделю с этой песней))) бай-бай🙋🏻❤️ #EXO #STARWARS #KPOP https://t.co/O2dHe6EcBC
3062	5.0	RT @alex_frommars: Когда выпуск iPhone X отложили и @wylsacom приуныл😔 https://t.co/KRaa7b8GLb
879	9.0	RT @Manda0303: Царай зүс орох арга зааж өгөөч надад🙏🏻 https://t.co/NRfvYw6FO5
19512	8.0	RT @leprasorium: После наводнения 😢💔 Сердце матери ❤🐕 https://t.co/5xxsQLIzTJ
10172	5.0	Почему Новосиб не под Екб? 😔
8343	8.0	люблю свою соседку 💔 узнала,что у меня ужасное настроение,вытащила из дома,повела в кафе пить кофе и поговорить по душам
3473	0.0	Өглөөний мэнд ☀️🙏🏽 https://t.co/c2fVYYXVOx
5177	7.0	@absorbs_pain душевно❤️
3246	9.0	Может у кого-нибудь остались книги для цт по биологии и химии? Или знакомые у кого они есть?  Очень нужно🙏🏻
1281	1.0	Рабочее😼🎧🎤 https://t.co/P8vNh1QpWH
50447	3.0	Почему у нас англ ведёт не МВ😭😭😭😭💔💔💔💔💔💔💔💔💔
337	9.0	RT @sweetbabycakehs: это невероятно, думаю, фан проекты должны быть именно такими ❤️🙏🏻
2236	9.0	Жизнь, время, судьба увы никого не щадит.. Нужно беречь, пока есть кого 🙏🏻 https://t.co/uSXKeDpGVM
4848	7.0	@bandurinyar Жду, я в вино-водочном стою❤️
3590	9.0	разбудите в 8🙏🏻🙏🏻
1188	8.0	решила интервью их почитать  AWWWW💔💔💔 https://t.co/IVkjWOmd4s
28525	8.0	RT @Villi2812: гарри в стадии амнезии называет мерлина хорошим человеком  и обещает назвать в его честь бабочку 💔💔💔💔💔💔 https://t.co/5FBUwDn…
663	1.0	RT @Pash_Kravzov: Еее🎤🎧 https://t.co/LsPIEJrZl0
40404	3.0	RT @OlegRooz: Вы только посмотрите на это! На заправке в Литве стоит куб, в котором живут котики, которым нужен дом. И заправился, и взял к…
10244	6.0	RT @ShadenFM: Как они любят на одного толпой, да ещё исподтишка, гадёныши😡 https://t.co/rbeQ50hi1z
14064	3.0	Сегодня на Акрополе внезапно скончалась (или впала в кому) тушечка моей соньки альфа 37. Пичаль бида 😭😭😭
11117	5.0	"Увидела сразу в одном посте слова ""уикка"" и ""викканцы"" и такая: ""Да не, это просто троллинг такой"". Оказалось, не троллинг 😔"
3764	0.0	Доброе утро! ☀️😃  Всем хорошего дня! 😘 https://t.co/4PS6oO50iH  #доброеутро… https://t.co/Nbrbuo3DqM
10374	5.0	Прошло уже почти 3 месяца ,а я до сих пор не могу забыть 😔
3404	9.0	RT @sakhaya27: Якутск!Найден лабрадор на авторынке(беременная).3й день ночует на улице😭🤧Может найдется для бедняжки хозяин?  Тел :891427164…
7477	8.0	ЛЯСЯ 😭💔 https://t.co/oYyEj3JgD0
10980	5.0	Я серьёзно сейчас😔
3025	0.0	В Томске! Сибирский город встретил нас солнцем ☀️ , но температура всего +2 https://t.co/CxJofU0NJB
8674	5.0	рыдала, когда маму Бемби убили😔🦌
9466	6.0	RT @DassshaRussia: сука.. бесит бесит бесит бесит бесит бесит бесит бесит 😡😡😡😡😡 @KremlinRussia https://t.co/CiPc2UZoqH
2429	9.0	Спасибо что ты рядом🙏🏻❤️ ___danilovaa___ @ Луговое https://t.co/kgiyvhb1Ze
386	7.0	По больше бы таких вечеров❤️ https://t.co/qeQTeXG5lp
3837	5.0	@lazeez Я с нашим дизайнером долго спорил на эту тему, вроде убедил. Но как-то под шумок с очередными обновлениями… https://t.co/BIhC7E07H6
1832	7.0	приготовьте ваши лайки, господа! ❤️
579	8.0	Раньше я писал, что мое сердечко не выдерживает концовку #skam А теперь мое сердечко не выдерживает весь сериал… https://t.co/QIbnaO1amL
4931	8.0	@imawizardxo @blackmiraii эта песня им так подходит ай кэнт 💔💔💔
2337	5.0	Когда дома совсем скучно 🙄😔😏 https://t.co/vYKBF82svE
2078	7.0	RT @euiaoz: @_elns_ Люблю❤️
2529	0.0	"😂☀️😃😍🌻 "" Ведь улыбка-это флаг корабля ! "" https://t.co/K74JpLE8vw"
2239	7.0	Отвезите меня к моей зайке 🙏🏻😔❤️
4074	5.0	@StrawberryLelia спасибо 😔
1740	9.0	Так, в Казань открытки дошли быстро🤔остались ещё в Новокузнецк, Пермь, Беларусь и Японию. Надеюсь, почта России не подведёт 😄🙏🏻
16109	8.0	Очень красивая девушка у нас преподаёт😭на Алсу (мой кумир детства) похожа💔💔💔
293	9.0	RT @LeshaLappar: Продаю iPhone 7+ 32GB. РСТ. в комплекте зарядник, переходник и два чехла. цена 37990. подписчикам в тви скидка 1000 рублей…
27302	8.0	Люблю больницы💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔💔
10903	5.0	Первая грусть для белорусских болельщиков «Арсенала»😔 А с кем будет меняться майками Володько?😒 https://t.co/uRj8BkkgF1
2056	5.0	Деньги чисто на автобус, жизнь боль 😔
699	1.0	Моя жизнь- трасса, её жизнь- танцы  😍🎶🎧
2141	9.0	Ждем Никитку 💕🏡🙏🏻🐾❤️ https://t.co/WxU1uKl0Zr
